epoch,acc,loss,val_acc,val_loss
1,0.8348000000317891,0.4632600935777028,0.8918,0.3063378234863281
2,0.8951833333015442,0.2879262743473053,0.905,0.2658008605957031
3,0.9082,0.25116875200271604,0.9169,0.23034894561767577
4,0.9180166666984558,0.2249313897450765,0.9145,0.23971837921142577
5,0.9268333333651225,0.2005553475936254,0.9255,0.2026585433959961
6,0.9316333333651224,0.1877547383069992,0.9232,0.2148288818359375
7,0.9355166666984558,0.1741852393388748,0.933,0.19433590393066405
8,0.9400499999682108,0.16237603460152944,0.9283,0.21017711029052735
9,0.9449166666984559,0.15044939600626628,0.9291,0.2056639862060547
10,0.9475833333651225,0.1413016030073166,0.9321,0.1961495620727539
