epoch,acc,loss,val_acc,val_loss
1,0.20605,2.06852117506663,0.6202,1.4649334838867187
2,0.31750000001589457,1.6777399262110393,0.6725,1.1171000122070311
3,0.35671666668256125,1.57472094745636,0.707,1.0162728637695313
4,0.3766,1.535162619082133,0.7103,0.9635290893554688
5,0.3895333333492279,1.5010222198486327,0.7117,0.9080606140136719
6,0.40271666666666667,1.473418790880839,0.7478,0.8542065002441406
7,0.41355,1.4440257215499879,0.7577,0.8294121459960937
8,0.41681666668256123,1.4353666587193807,0.7658,0.8152460388183593
9,0.4306833333492279,1.4073331992467244,0.7666,0.7759612854003907
10,0.4375,1.3957323605855305,0.7589,0.7745706176757813
