epoch,acc,loss,val_acc,val_loss
1,0.49888333333333335,1.4207910464604696,0.6937,0.8318289489746094
2,0.6866833333651224,0.8552047287940979,0.7423,0.7009638366699219
3,0.7216166666984558,0.7542927330334981,0.7654,0.612194873046875
4,0.7428000000317891,0.6916777143160502,0.7813,0.5738582885742187
5,0.7615833333015442,0.6517081714948019,0.7898,0.5429310546875
6,0.7749000000317892,0.6179788771947224,0.8008,0.5201450958251953
7,0.7841666666348776,0.5940116731961568,0.8054,0.5054157135009766
8,0.7910333333015442,0.574629088862737,0.8142,0.5017522338867187
9,0.8006666666348775,0.5523771561463674,0.8224,0.4717767791748047
10,0.8065666666984558,0.5398205134709676,0.8295,0.4558861267089844
