epoch,acc,loss,val_acc,val_loss
1,0.4538166666348775,1.5318350085576375,0.7298,0.8322015319824219
2,0.6869166666348775,0.866080800374349,0.7582,0.6520783386230469
3,0.7237333333015442,0.7512487277666727,0.7736,0.5948917541503906
4,0.7419999999682109,0.6964229449272156,0.7821,0.5579530944824219
5,0.7551166666984558,0.6614819357713063,0.7879,0.5333401885986329
6,0.7617666666666667,0.6357953686078389,0.7953,0.5154188385009766
7,0.7687166666984558,0.6153322318077087,0.7969,0.5046029449462891
8,0.7758999999682109,0.5962758326212565,0.8092,0.4854784576416016
9,0.78095,0.5805034805615743,0.8064,0.4786429962158203
10,0.7861333333015442,0.5685187921524048,0.8177,0.46181002502441404
