epoch,acc,loss,val_acc,val_loss
1,0.4412333333333333,1.5525485664367675,0.702,0.8586977783203125
2,0.67555,0.8941819730440775,0.7389,0.7059461669921875
3,0.71675,0.7757703141848247,0.7508,0.6454685729980468
4,0.7382666666666666,0.7128345324516296,0.7727,0.5966564086914062
5,0.7514666666984559,0.6758341926574707,0.7914,0.5530013885498047
6,0.7646000000317892,0.6450953930219014,0.795,0.5415705078125
7,0.7744833333651224,0.6227171886444092,0.8103,0.5175358123779297
8,0.7804500000317891,0.6050831113179524,0.8079,0.503795523071289
9,0.7890166666984558,0.5859810099601745,0.8168,0.4995664031982422
10,0.7931333333015442,0.573831356271108,0.8222,0.48300476989746094
