epoch,acc,loss,val_acc,val_loss
1,0.5783666666984558,1.3945941727320352,0.7229,0.7763501098632812
2,0.7619333333015442,0.6837166641553243,0.8187,0.5011715270996093
3,0.8055166666348775,0.5369177386283874,0.7924,0.5265931610107422
4,0.8174833333651225,0.5043927704016368,0.8274,0.4628267120361328
5,0.8259499999682108,0.4764090092976888,0.8484,0.4083489196777344
6,0.83295,0.45792042490641277,0.8546,0.4058485412597656
7,0.8370999999682108,0.44439129492441815,0.853,0.40135838012695313
8,0.8418833333333333,0.4302924062252045,0.8596,0.39791184997558593
9,0.8458166666348775,0.4232380843003591,0.8568,0.40209954833984374
10,0.8413999999682109,0.4342643979390462,0.8595,0.3838820739746094
