epoch,acc,loss,val_acc,val_loss
1,0.5080833333015442,1.462956724325816,0.8775,0.4508772399902344
2,0.8327166666984558,0.5349834959030151,0.9293,0.24232461700439453
3,0.8810833333015442,0.38762620816230775,0.9482,0.17878516845703124
4,0.9040666666348776,0.31579132073720295,0.9552,0.14453355712890625
5,0.9172999999682109,0.27528303515116376,0.9645,0.11959972610473633
6,0.9262,0.2463862554470698,0.9684,0.10499910049438477
7,0.9336166666348775,0.22514251362482707,0.9713,0.09375514602661132
8,0.9392500000317892,0.20211638901233672,0.9728,0.08915361251831054
9,0.9433833333651225,0.18950777986447018,0.9746,0.08087838020324707
10,0.9451833333015441,0.1817842625697454,0.9773,0.07914607391357421
11,0.9488166666348775,0.17008333265781403,0.9786,0.07161575698852539
12,0.9508499999682108,0.1628032744248708,0.9769,0.07176777305603027
13,0.9531500000317892,0.1565915900627772,0.9801,0.06655181465148925
14,0.9551166666984559,0.149768061264356,0.9812,0.06458927879333497
15,0.9555833333333333,0.14685794074932734,0.9809,0.06209302062988281
16,0.9581333333333333,0.13938285684188206,0.9812,0.06222160911560059
17,0.9583666666666667,0.13853423717021943,0.9824,0.05765840263366699
18,0.9608833333015442,0.12967136834462484,0.983,0.05765493965148926
19,0.9613,0.12798520336151123,0.9831,0.05646214637756348
20,0.96265,0.12430311784346898,0.983,0.053204803848266605
